x	AcX	AcY	AcZ
222.00	2980	16568	4176
223.00	-32768	-27216	-4324
224.00	12276	20392	18596
225.00	-13296	-20040	-10004
226.00	-32768	-1168	12352
227.00	1696	14716	5128
228.00	-32768	-28632	-5264
229.00	8404	20708	19760
230.00	-32768	-22464	-6920
231.00	5308	18556	18780
232.00	1368	-11700	-5404
233.00	-32768	-16404	5028
234.00	3000	23380	16192
235.00	-32768	-20976	-9748
236.00	-8392	17392	18716
237.00	7492	-3684	408
238.00	-32768	-25204	-544
239.00	2356	25676	18600
240.00	-32768	-21072	-10300
241.00	-28884	3780	13796
242.00	12952	19368	6628
243.00	-32768	-27420	-7604
244.00	872	18852	18236
245.00	-15308	-14660	-9164
246.00	-32768	-6892	9456
247.00	16052	19300	13400
248.00	-32768	-27016	-7980
249.00	15360	22640	14440
250.00	-32768	-22100	-9712
251.00	-24380	15136	17808
252.00	-5356	-7916	-3124
253.00	-32768	-21676	3968
254.00	12440	24860	16164
255.00	-28796	-17020	-9916
256.00	-20452	11500	18524
257.00	-732	6216	1292
258.00	-32768	-26808	-1124
259.00	10968	25100	16256
260.00	-18560	-25416	-8704
261.00	-32768	-2848	10916
262.00	6096	22884	7896
263.00	-32768	-24020	-7156
264.00	7940	19248	18924
265.00	-916	-15128	-7072
266.00	-32768	-15044	6268
267.00	4384	22572	13884
268.00	-32768	-15748	4976
269.00	4368	23420	16612
270.00	-28688	-17516	-9432
271.00	-19728	13052	16060
272.00	7724	-2308	480
273.00	-32768	-26408	60
274.00	2120	24476	18972
275.00	-20028	-22892	-7580
276.00	-29452	5876	13484
277.00	11544	12280	2824
278.00	-32768	-26908	-5152
279.00	-936	22032	19100
280.00	-11952	-15744	-8108
281.00	-32768	3692	15356
282.00	15128	20676	12580
283.00	-32768	-24060	-8576
284.00	-5508	18988	18828
285.00	-6792	-11088	-5528
286.00	-32768	-18944	4744
287.00	12292	23132	15476
288.00	-32768	-19836	3632
289.00	13228	24720	16380
290.00	-25096	-19008	-12288
291.00	-21248	13136	18572
292.00	-476	5580	2032
293.00	-32768	-28068	-704
294.00	12268	24956	19308
295.00	-19296	-21216	-10056
296.00	-32512	8756	15556
297.00	2320	18804	7264
298.00	-32768	-23808	-3592
299.00	10892	23564	17736
300.00	-9248	-23892	-7540
301.00	-32768	-3252	11076
302.00	6096	22308	14000
303.00	-30276	-19560	-8428
304.00	-16772	14040	17280
305.00	4928	-7084	-1564
306.00	-32768	-25348	1796
307.00	7016	12504	1128
308.00	-32768	-30572	-4944
309.00	1800	22432	17100
310.00	-21012	-17340	-8696
311.00	-28676	6488	13480
312.00	12156	17384	6696
313.00	-32768	-20716	-7628
314.00	-424	24164	19244
315.00	-12044	-18892	-7328
316.00	-32768	-8608	9076
317.00	12360	24636	10032
318.00	-32768	-22672	-8080
319.00	-9132	18280	18708
320.00	-5260	-4616	-5308
321.00	-32768	-18512	3420
322.00	14516	25544	12216
323.00	-19696	-20732	-8528
324.00	-32768	3632	10672
325.00	5368	14504	3468
326.00	-32768	-24604	-4124
327.00	11500	20648	13492
328.00	-29568	-16720	-8676
329.00	-13140	15916	16528
330.00	-7352	-18308	-4200
331.00	-32768	-16512	6068
332.00	6636	24180	16904
333.00	-22736	-20956	-9612
334.00	-6756	14816	18404
335.00	-2472	-1792	-1184
336.00	-32768	-24204	628
337.00	5836	21944	19700
338.00	-26836	-23700	-8428
339.00	-19248	12960	17700
340.00	3016	11368	4504
341.00	-32768	-27796	-3204
342.00	4912	21988	15496
343.00	3676	-12644	-2600
344.00	-32768	-19924	3056
345.00	3672	26056	15080
346.00	-32768	-29008	-3108
347.00	3792	24568	15944
348.00	-27656	-20604	-10416
349.00	-28816	8860	15608
350.00	10408	7768	-252
351.00	-32768	-24440	-3772
352.00	4004	23564	18340
353.00	-19004	-21728	-8424
354.00	-32768	-1244	12396
355.00	12640	18008	6620
356.00	-32768	-25260	-6280
357.00	-1676	16444	19812
358.00	-12400	-9744	-4924
359.00	-32768	356	9448
360.00	14200	23200	9392
361.00	-31188	-22356	-8340
362.00	-11808	17892	19492
363.00	-10108	-14920	-6252
364.00	-32768	-26156	-2564
365.00	1048	13504	3144
366.00	-32768	-26852	-2376
367.00	10240	24792	19228
368.00	-8028	-22696	-8472
369.00	-32768	5024	13992
370.00	3572	22312	10420
371.00	-32768	-20068	-6016
372.00	460	18976	19188
373.00	-1276	-8552	-5748
374.00	-32768	-8340	8300
375.00	3780	25312	14140
376.00	-32768	-20992	-8416
377.00	-11984	17468	18636
378.00	2116	-5932	-4380
379.00	-32768	-18072	2780
380.00	3764	23572	17184
381.00	-28068	-16980	-11276
382.00	-15192	17524	20640
383.00	9520	2116	1916
384.00	-32768	-20512	-8512
385.00	6264	22172	14476
386.00	-32768	-19980	-9048
387.00	-15288	14336	17884
388.00	1196	-468	-484
389.00	-32768	-22656	1020
390.00	7572	21280	16912
391.00	-32744	-26828	-8892
392.00	-28616	13172	17916
393.00	5952	9768	5624
394.00	-32768	-26812	-3108
395.00	12328	20772	17396
396.00	-24196	-23824	-8932
397.00	-32768	6456	14656
398.00	3284	9780	1156
399.00	-32676	-24620	-6324
400.00	10936	20892	19432
401.00	-12964	-23004	-6980
402.00	-32768	-5456	10312
403.00	5432	19060	4808
404.00	-32768	-25604	-4000
405.00	10716	24044	18216
406.00	-19420	-23568	-8644
407.00	-28400	9780	14092
408.00	2764	17468	5788
409.00	-32768	-23992	-6880
410.00	4048	19524	19800
411.00	-10312	-20060	-7900
412.00	-32768	-1500	9620
413.00	6248	22128	9288
414.00	-32768	-22872	-8584
415.00	328	18068	19240
416.00	-1896	-12520	-5868
417.00	-32768	-13608	5608
418.00	5860	21108	14988
419.00	-32768	-23528	-7956
420.00	-10508	18788	17300
421.00	5400	-5968	-752
422.00	-32768	-22812	1760
423.00	5280	23756	17752
424.00	-32768	-26144	-5940
425.00	-9744	19348	18504
426.00	-16904	-17976	-7296
427.00	-32768	-6380	10580
428.00	14520	25788	12192
429.00	-32768	-22504	-10740
430.00	-4072	16156	19616
431.00	-7584	-6748	-4048
432.00	-32768	-17288	5876
433.00	13764	22536	12440
434.00	-29132	-21252	-8476
435.00	-16356	15596	18748
436.00	-1912	2276	2148
437.00	-32768	-17324	2720
438.00	8888	23404	15556
439.00	-22320	-18524	-10252
440.00	-28044	10688	15520
441.00	-1264	-1692	-576
442.00	-32768	-25564	-2120
443.00	3088	18344	5376
444.00	-32768	-22944	-6364
445.00	-4216	19212	19240
446.00	2484	-2776	-4592
447.00	-32768	-22064	576
448.00	5144	22292	15156
449.00	-21464	-19140	-8204
450.00	-15460	16020	17468
451.00	9444	9176	560
452.00	-32768	-29616	-2640
453.00	1816	22808	18692
454.00	-12460	-19020	-6056
455.00	-32768	-3920	10292
456.00	12724	18344	5108
457.00	-32768	-23736	-6296
458.00	-6176	21384	19188
459.00	-5132	-9684	-3144
460.00	-32768	-3424	11420
461.00	14064	24132	9792
462.00	-32768	-21288	-10308
463.00	9788	24792	13500
464.00	-28400	-27732	-8424
465.00	-21604	14292	18500
466.00	13640	21660	8976
467.00	-31800	-23568	-8104
468.00	5084	18776	17704
469.00	-11928	-17132	-6536
470.00	-32768	-10332	5412
471.00	10832	22072	14428
472.00	-27240	-15648	-9804
473.00	-2868	18864	17488
474.00	-4128	-10652	-1944
475.00	-32768	-21848	1688
476.00	7000	25412	17540
477.00	-17528	-25764	-7988
478.00	-14844	13848	18124
479.00	-68	6192	580
480.00	-32768	-25928	-1568
481.00	3840	19944	20368
482.00	-32768	-20804	-7316
483.00	764	18500	18988
484.00	1228	-7928	-4080
485.00	-32768	-17508	3824
486.00	-32768	-25888	616
487.00	5672	21884	14012
488.00	-32768	-16496	-11164
489.00	-20972	11512	18180
490.00	10500	10868	1612
491.00	-32768	-22116	1880
492.00	5364	25564	16796
493.00	-26824	-26716	-7304
494.00	-31632	6672	16972
495.00	14292	19560	7384
496.00	-32768	-24584	-2512
497.00	3120	19132	18992
498.00	-20064	-17416	-6252
499.00	-32768	-2596	11896
500.00	10224	17948	6204
501.00	-32768	-18828	3796
502.00	14996	24156	12248
503.00	-30408	-22948	-9868
504.00	-18100	15100	19104
505.00	-8032	-10284	-5048
506.00	-32768	-16340	3864
507.00	12648	24820	18580
508.00	-15752	-26532	-9708
509.00	-32768	3096	13016
510.00	5648	22396	7040
511.00	-32768	-21380	-7428
512.00	9588	20812	19020
513.00	-6868	-18768	-8220
514.00	-32768	-9228	8264
515.00	5436	24644	12076
516.00	-32768	-22816	-7480
517.00	1596	18600	18924
518.00	1716	-8668	-4936
519.00	-32768	-19356	3600
520.00	3800	23244	16456
521.00	-32768	-27256	-2904
522.00	3300	19788	16488
523.00	-12864	-15576	-7576
524.00	-24272	10448	15160
525.00	10116	15624	2740
526.00	-32768	-28696	-6096
527.00	-12568	15556	16772
528.00	2908	324	-2076
529.00	-32768	-21324	1300
530.00	6244	21780	17712
531.00	-32768	-27372	-8812
532.00	-24952	14772	16596
533.00	6964	8836	4512
534.00	-32768	-26664	-2140
535.00	4772	19004	17744
536.00	-27452	-22016	-9716
537.00	-32768	9280	14620
538.00	9128	16840	7144
539.00	-32768	-24872	-5828
540.00	14280	22712	13640
541.00	-28848	-19304	-8944
542.00	-464	20404	17560
543.00	-5380	-11452	-3940
544.00	-32768	-18568	2440
545.00	9700	25184	15960
546.00	-20456	-20652	-9784
547.00	-12168	14768	16416
548.00	1572	15804	4588
549.00	-32768	-25120	-5896
550.00	7028	18872	18552
551.00	-5640	-12652	-6084
552.00	-32768	-10164	7216
553.00	4732	21112	7448
554.00	-32768	-23984	-8588
555.00	-1724	20932	19928
556.00	4600	-9056	-1736
557.00	-32768	-21176	2336
558.00	3060	25056	16612
559.00	-32768	-15696	-9932
560.00	3096	24496	16324
561.00	-26668	-17500	-10964
562.00	-26188	7580	14132
563.00	13532	17100	5264
564.00	-32768	-24604	-6072
565.00	2308	25572	18384
566.00	-17596	-22396	-8696
567.00	-32768	-2720	11700
568.00	13200	22240	14496
569.00	-32768	-24260	-8460
570.00	-14120	19000	18516
571.00	-584	-1576	-3404
572.00	-32768	-22668	1224
573.00	12048	24288	16372
574.00	-24860	-20840	-10172
575.00	-24972	14280	16784
576.00	2264	10164	132
577.00	-32768	-26060	-2696
578.00	11208	24588	19180
579.00	-32768	-21532	-6804
580.00	10904	22576	19904
581.00	-10584	-23376	-7892
582.00	-32768	-8624	8972
583.00	8196	20748	12464
584.00	-31524	-18924	-9296
585.00	2628	19576	18808
586.00	-2856	-11320	-5852
587.00	-32768	-19372	2752
588.00	7188	23356	14600
589.00	-14524	-17416	-9288
590.00	-31396	1600	11624
591.00	8324	17144	10560
592.00	-32768	-29252	-4592
593.00	2248	21848	18312
594.00	-5908	-19608	-5760
595.00	-32768	-10728	8268
596.00	6932	20104	14576
597.00	-32768	-20996	-7336
598.00	7092	20368	14704
599.00	-32768	-18208	-9888
600.00	-23360	12292	18052
601.00	1588	-6748	-604
602.00	-32768	-21248	2400
603.00	7388	24200	15648
604.00	-26340	-28040	-7888
605.00	-24920	12428	18304
606.00	4264	7060	2968
607.00	-32768	-25716	-2312
608.00	12428	22556	16880
609.00	-9744	-16604	-4056
610.00	-32768	-15332	6984
611.00	12900	24868	14304
612.00	-31368	-18464	-7912
613.00	-9792	15100	17048
614.00	-4040	-5460	-1496
615.00	-32768	-23168	340
616.00	7224	23292	16008
617.00	-25840	-21604	-9288
618.00	10928	25484	18212
619.00	-12776	-25368	-7344
620.00	-24024	11928	15044
621.00	1400	14296	2824
622.00	-32768	-24856	-5252
623.00	5760	22660	19172
624.00	-13948	-24028	-8008
625.00	-30880	4132	11956
626.00	3204	9044	3288
627.00	-32768	-27592	-4204
628.00	2092	17472	18216
629.00	-8308	-13520	-6172
630.00	-32768	-19256	3256
631.00	9420	16536	13496
632.00	-32768	-17804	-8512
633.00	-15720	13964	19080
634.00	-3764	-14848	-2784
635.00	-32768	-16436	5592
636.00	7004	23612	14076
637.00	-32768	-25396	-1712
638.00	8116	22808	13440
639.00	-30724	-23588	-10436
640.00	-31344	11696	14044
641.00	1416	2704	-144
642.00	-32768	-24108	-736
643.00	9820	21844	16468
644.00	-21280	-24876	-8736
645.00	-31768	11572	17380
646.00	5256	13780	5352
647.00	-32768	-26428	-4708
648.00	11744	23128	17708
649.00	-20052	-22960	-10328
650.00	-32768	2908	12844
651.00	10628	24008	16464
652.00	-28804	-14660	-9368
653.00	-15536	12664	16252
654.00	-1456	4504	-764
655.00	-32768	-20220	4508
656.00	932	8016	1408
657.00	-32768	-27264	-3976
658.00	5720	23516	20048
659.00	-7604	-22612	-6616
660.00	-27568	9028	14200
661.00	4940	17864	7820
662.00	-32768	-23040	-5184
663.00	-2780	17424	21472
664.00	-11608	-20156	-8056
665.00	-32768	-2704	10480
666.00	6980	22164	11048
667.00	-32768	-27044	-6688
668.00	-1572	18356	16744
669.00	-5292	-10384	-5416
670.00	-31408	532	11352
671.00	13216	19720	7728
672.00	-32768	-18028	-11148
673.00	-24100	12688	15628
674.00	-764	-5848	-324
675.00	-32768	-21256	2620
676.00	8236	13144	2900
677.00	-32768	-25024	-4164
678.00	3360	21428	18136
679.00	-23084	-27180	-8084
680.00	-32768	6004	12856
681.00	10288	20804	9760
682.00	-32768	-21136	-6588
683.00	8556	19776	17888
684.00	-14856	-20120	-7104
685.00	-32768	-6404	8416
686.00	6428	20436	6340
687.00	-32768	-24048	-6792
688.00	2488	17512	18840
689.00	-5952	-11208	-4284
690.00	-32768	-4224	8508
691.00	8596	21320	10156
692.00	-11900	-25580	-7284
693.00	-22452	12212	15600
694.00	2468	14148	3556
695.00	-32768	-25720	-4348
696.00	6288	20168	12012
697.00	-32768	-24804	-4500
698.00	-160	20608	21040
699.00	-1676	-14984	-4928
700.00	-32768	-14000	5136
701.00	7124	21028	10216
702.00	-32768	-21388	-8172
703.00	-11336	17336	20484
704.00	-7548	-14240	-5204
705.00	-32768	-10228	7324
706.00	11984	21944	6220
707.00	-32768	-25140	-8416
708.00	-11468	18360	18532
709.00	-13556	-11328	-7152
710.00	-32768	-8244	7500
711.00	14400	20212	13768
712.00	-32768	-25804	-9292
713.00	-21524	15660	18188
714.00	2920	6488	-1080
715.00	-32768	8076	13280
716.00	9496	18228	7992
717.00	-32768	-21312	-6020
718.00	10144	22856	18468
719.00	-14512	-25044	-6620
720.00	-32768	-5608	10568
721.00	6684	20296	5720
722.00	-32768	-22048	-5984
723.00	2700	18092	18840
724.00	-12836	-21296	-9876
725.00	-32768	-3224	9368
726.00	6660	24156	8832
727.00	-32768	-20864	-8192
728.00	5712	19132	19484
729.00	-3000	-9852	-7668
730.00	-32768	-15652	4284
731.00	5116	22368	12724
732.00	-32768	-21044	-8132
733.00	-6620	20200	18824
734.00	-788	-17360	-4808
735.00	-32768	-14612	5280
736.00	8928	17892	11284
737.00	-32768	-20008	-7108
738.00	-10692	15024	20256
739.00	-6696	-17476	-5192
740.00	-32768	-11600	7616
741.00	11916	20880	6836
742.00	-32768	-22068	-8436
743.00	-11728	17784	18260
744.00	-1128	-3120	-2132
745.00	-32768	-8752	7600
746.00	13172	22660	12844
747.00	-32768	-23596	-8512
748.00	-10488	18764	18524
749.00	-3384	-4464	-5360
750.00	-32768	-20632	2456
751.00	16540	23204	14092
752.00	-31504	-19364	-10744
753.00	13268	20976	17288
754.00	-14884	-23904	-6680
755.00	-32768	-4468	10288
756.00	10020	20396	14516
757.00	-32768	-21748	-5884
758.00	3240	19104	18276
759.00	-7264	-14356	-3708
760.00	-32768	-3936	10456
761.00	6464	23976	8652
762.00	-32768	-19388	-9392
763.00	-9392	16680	18728
764.00	-3756	-11260	-6864
765.00	-32768	-15672	4124
766.00	7344	24840	13364
767.00	-25876	-22012	-7996
768.00	-6684	19436	18900
769.00	6008	-804	-1932
770.00	-32768	-25704	-164
771.00	4076	24048	15696
772.00	-31276	-17104	-11092
773.00	2288	19568	18264
774.00	-18476	-18084	-7840
775.00	-32768	-22692	868
776.00	8024	19592	13812
777.00	-32768	-21324	-9728
778.00	-23388	11336	17852
779.00	-2008	-5372	-1396
780.00	-32768	-21008	2628
781.00	8548	21456	16624
782.00	-27100	-27624	-9008
783.00	-24140	15948	18728
784.00	3684	6504	3572
785.00	-32768	-25860	-1720
786.00	6828	18220	16792
787.00	-26564	-24412	-8872
788.00	-32768	11068	16028
789.00	6840	16356	6436
790.00	-32768	-26704	-5064
791.00	12272	22796	18356
792.00	-32768	-25032	-5632
793.00	2324	19204	18232
794.00	-5788	-13496	-3976
795.00	-32768	-4728	9828
796.00	5908	22932	17048
797.00	-22816	-22324	-9112
798.00	-24920	10496	15580
799.00	1832	13772	3516
800.00	-32768	-25684	436
801.00	5016	20720	19508
802.00	-13136	-22408	-9028
803.00	-31840	1384	11692
804.00	3844	10276	4172
805.00	-32768	-28080	-3636
806.00	1872	17776	18516
807.00	-6092	-15284	-6940
808.00	-27464	7048	14004
809.00	9956	16100	6720
810.00	-32768	-25240	-7196
811.00	-6964	20480	17376
812.00	-32768	-20240	-8468
813.00	-9892	20264	17416
814.00	3024	-6056	-1040
815.00	-32768	-22052	2388
816.00	-6180	19724	18912
817.00	-18924	-21556	-7736
818.00	-32768	-3272	12232
819.00	14532	24864	10592
820.00	-32768	-25388	-5908
821.00	-1080	15712	19636
822.00	-10404	-10100	-4804
823.00	-32768	-1712	8376
824.00	13896	21692	10768
825.00	-29936	-22704	-8452
826.00	4032	19112	17860
827.00	-8572	-16608	-5308
828.00	-32768	-14024	4156
829.00	9800	22676	15004
830.00	-32160	-17676	-7928
831.00	8928	22932	16736
832.00	-21264	-17020	-10288
833.00	-27296	10528	14376
834.00	-776	-1092	1172
835.00	-32768	-27564	-568
836.00	5708	22396	20516
837.00	676	-4920	-5356
838.00	-32768	-20868	1228
839.00	4876	25372	14612
840.00	-32768	-22008	-8824
841.00	-13816	16740	18236
842.00	4704	-4580	-3100
843.00	-32768	-20264	1100
844.00	3628	23096	16664
845.00	-26964	-16604	-11500
846.00	-18584	14352	20068
847.00	10400	5112	2244
848.00	-32768	-27472	-3508
849.00	5124	21800	16612
850.00	-32768	-28592	-3824
851.00	1764	22732	18980
852.00	-16348	-19064	-8232
853.00	-32768	8216	15220
854.00	14372	18948	6364
855.00	-32768	-21624	-7008
856.00	-5020	19272	18668
857.00	-17600	-23356	-6620
858.00	-32768	-23416	-620
859.00	11940	20772	17692
860.00	-26036	-24136	-10168
861.00	-29096	12716	15940
862.00	-1972	-1004	760
863.00	-32768	-24760	1828
864.00	13080	24044	17432
865.00	-24032	-18636	-9376
866.00	-25608	10480	15960
867.00	-2248	-4728	-488
868.00	-32768	-25972	-512
869.00	7816	23084	18896
870.00	-32768	-28256	-5304
871.00	6240	21956	19532
872.00	-11892	-19092	-8620
873.00	-32768	2024	10820
874.00	6240	19324	11064
875.00	-32768	-26196	-4304
876.00	1216	21808	21172
877.00	-2252	-17108	-5220
878.00	-30192	2416	12908
879.00	7164	23076	13572
880.00	-32768	-24192	-8348
881.00	-19172	14684	20032
882.00	2356	-4392	-3876
883.00	-32768	-19576	2436
884.00	5860	21500	16972
885.00	-29988	-18264	-9776
886.00	-20932	15656	16384
887.00	7876	5488	1668
888.00	-32768	-27092	-1992
889.00	15228	18960	7060
890.00	-32768	-24936	-7972
891.00	4808	20352	19068
892.00	-16868	-20968	-6620
893.00	-32768	-4956	10920
894.00	10144	17812	7452
895.00	-32768	-21116	-5988
896.00	-1612	18376	17296
897.00	-8248	-10980	-3860
898.00	-32768	-4972	10404
899.00	12924	21668	18172
900.00	-17708	-19704	-11012
901.00	-32768	2832	11868
902.00	1328	14228	4680
903.00	-32768	-28880	-3184
904.00	9744	21788	20176
905.00	-5640	-19740	-7576
906.00	-32768	1900	12372
907.00	5272	19264	11148
908.00	-32768	-15292	5524
909.00	4524	24720	13500
910.00	-29584	-16464	-10020
911.00	-5036	18532	18148
912.00	5752	-4048	-1672
913.00	-32768	-24092	172
914.00	3592	26408	16964
915.00	-20468	-24160	-7356
916.00	-19752	11016	17284
917.00	10120	11848	2668
918.00	-32768	-26656	-3816
919.00	4496	23896	17076
920.00	-2656	-10508	-2748
921.00	-32768	-17008	4476
922.00	15864	19152	11788
923.00	-32768	-18224	-8784
924.00	-18480	16112	18540
925.00	-6880	-14172	-5840
926.00	-32768	-18136	5032
927.00	11460	25108	14684
928.00	-32768	-25668	-1440
929.00	8976	23900	17568
930.00	-26716	-22888	-10976
931.00	-32768	11892	15392
932.00	6580	18344	6540
933.00	-32768	-22852	-4708
934.00	12980	24248	18428
935.00	-16640	-23656	-9276
936.00	-32768	640	11152
937.00	1924	19140	5124
938.00	-32768	-25752	-4764
939.00	7136	19460	19140
940.00	-7772	-12092	-7688
941.00	-32768	-26276	-5088
942.00	5996	23096	18340
943.00	-16272	-21236	-8572
944.00	-30204	7760	12656
945.00	4936	20648	8388
946.00	-32768	-20792	-7244
947.00	7568	17776	9484
948.00	-32768	-19612	-7068
949.00	-7460	15392	20656
950.00	3500	-5792	-1992
951.00	-32768	-21556	524
952.00	5832	23000	13804
953.00	-32768	-24680	-8032
954.00	-21676	13664	20324
955.00	10456	6472	3036
956.00	-32768	-19076	2820
957.00	6964	21256	17708
958.00	-29404	-22160	-8064
959.00	-31588	8440	16204
960.00	8040	6180	3012
961.00	-32768	-26956	-1360
962.00	-16364	13596	18336
963.00	-2288	996	-3224
964.00	-32768	-23868	180
965.00	11232	21652	17108
966.00	-28560	-26312	-9960
967.00	12548	24156	17976
968.00	-19200	-25164	-8324
969.00	-32768	2204	12540
970.00	3056	16576	3244
971.00	-32768	-25704	-5148
972.00	8132	18200	18948
973.00	-9904	-13684	-6364
974.00	-32768	-10528	6668
975.00	6304	22296	7080
976.00	-32768	-23052	-7036
977.00	-1996	20848	19664
978.00	-308	-7956	-1408
979.00	-32768	-24004	1300
980.00	5532	23196	13136
981.00	-31536	-16672	-9552
982.00	-32768	-4364	8040
983.00	5736	24460	11200
984.00	-32768	-24988	-5960
985.00	-3516	17460	20328
986.00	-32768	-23040	-9260
987.00	-18492	15228	19820
988.00	1624	-3568	-3844
989.00	-32768	-17520	2652
990.00	6756	22432	16976
991.00	-29924	-21040	-8640
992.00	-28660	9616	17356
993.00	10172	5664	1816
994.00	-32768	-25820	-1224
995.00	4748	22016	18988
996.00	-21136	-20456	-6304
997.00	-30912	10492	12936
998.00	11152	18664	4256
999.00	-32768	-23492	-5644
1000.00	-1088	20216	18892
1001.00	-19912	-25864	-7564
1002.00	-32768	488	10556
1003.00	14876	25012	15024
1004.00	-25312	-22192	-9440
1005.00	13612	25376	16888
1006.00	-22988	-25624	-8128
1007.00	-28000	10440	17424
1008.00	-2120	1256	-1684
1009.00	-32768	-23624	-2092
1010.00	10344	20612	17820
1011.00	-14536	-18764	-8844
1012.00	-22988	12828	14496
1013.00	2420	14764	2548
1014.00	-32768	-28240	-5672
1015.00	5372	22232	18628
1016.00	-14340	-16920	-9008
1017.00	-31680	4384	11412
1018.00	7072	19736	9296
1019.00	-32768	-26668	-4456
1020.00	1280	23396	19088
1021.00	-5072	-17360	-5720
1022.00	-32768	-10892	7320
1023.00	8888	19772	8632
1024.00	-32768	-26984	-4212
1025.00	-540	19732	19068
1026.00	-14000	-15412	-6484
1027.00	-30960	4788	15160
1028.00	13916	19880	7100
1029.00	-32768	-27200	-8516
1030.00	2324	18404	19476
1031.00	-17596	-15540	-7568
1032.00	-32768	-6216	10912
1033.00	16520	20660	13652
1034.00	-32768	-25336	-7436
1035.00	-4908	18952	19836
1036.00	-8060	-12956	-2576
1037.00	-32768	-3528	8520
1038.00	14800	22264	13100
1039.00	-30800	-17000	-9752
1040.00	-696	19412	16280
1041.00	-7836	-11216	-4656
1042.00	-32768	-17712	1812
1043.00	-1420	8172	1868
1044.00	-32768	-25056	-4924
1045.00	5560	18368	19176
1046.00	-6516	-12608	-7088
1047.00	-32768	-14436	4716
1048.00	5448	22956	10868
1049.00	-32768	-22392	-6988
1050.00	-6488	18828	19368
1051.00	-1080	-12904	-5044
1052.00	-32768	-16724	5364
1053.00	3480	23220	15920
1054.00	-30496	-16764	-9564
1055.00	-8960	17776	18552
1056.00	6412	-2632	-64
1057.00	-32768	-25000	-600
1058.00	2652	25716	18660
1059.00	-32768	-21104	-10756
1060.00	-22920	11464	17872
1061.00	-18724	-23440	-8336
1062.00	-26836	10144	17272
1063.00	12760	15496	5240
1064.00	-32768	-26140	-5880
1065.00	-24200	15276	15912
1066.00	-1472	-3712	-2560
1067.00	-32768	-20616	2232
1068.00	10512	22156	14604
1069.00	-26884	-19860	-10776
1070.00	-25580	14460	17824
1071.00	3316	7708	2040
1072.00	-32768	-27784	-2352
1073.00	12276	25008	16608
1074.00	-23708	-23880	-10612
1075.00	-32768	9652	14304
1076.00	6860	19620	6800
1077.00	-32768	-26204	-1852
1078.00	12340	24196	18708
1079.00	-12980	-23516	-9072
1080.00	-104	17668	18444
1081.00	-8304	-22924	-8420
1082.00	-32768	-10004	8516
1083.00	6356	25264	10176
1084.00	-30316	-21704	-9264
1085.00	820	18952	19340
1086.00	3096	16004	4520
1087.00	-32768	-28284	-5560
1088.00	4768	21060	17044
1089.00	-12268	-18204	-7816
1090.00	-32664	-336	11308
1091.00	8056	18320	12068
1092.00	-32768	-25760	-5868
1093.00	-380	22844	16536
1094.00	-3580	-15596	-4644
1095.00	-32768	-14804	6388
1096.00	11184	21080	7412
1097.00	-32768	-21176	-9348
1098.00	-13168	17168	16964
1099.00	-32768	-24528	-8716
1100.00	-17500	13584	17328
1101.00	2668	3488	-224
1102.00	-32768	-22880	-204
1103.00	6428	21436	17060
1104.00	-31504	-28612	-8284
1105.00	-30396	12116	16592
1106.00	14908	23236	14112
1107.00	-30976	-16424	-11636
1108.00	-6788	17880	18700
1109.00	-5344	-10064	-1144
1110.00	-32768	-22212	4440
1111.00	11656	22324	14012
1112.00	-28624	-18540	-9776
1113.00	-20916	10744	17872
1114.00	-5856	-9620	-3576
1115.00	-32768	-21048	1088
1116.00	9160	23500	18120
1117.00	-32768	-24676	-3892
1118.00	9740	22400	18536
1119.00	-14956	-24492	-8212
1120.00	-32360	5888	12508
1121.00	3152	21792	8160
1122.00	-32768	-23008	-8672
1123.00	2356	18488	20656
1124.00	-7928	-14836	-6368
0.00	-32768	-19720	-8668
1.00	-32768	-6772	9604
2.00	5036	22840	13524
3.00	-32768	-23120	-6792
4.00	-1720	20808	20140
5.00	2852	-10696	-3088
6.00	-32768	-6520	8792
7.00	5988	23968	12400
8.00	-32768	-22996	-9728
9.00	-17096	14632	19812
10.00	1612	-3652	-4332
11.00	-32768	-17752	2208
12.00	6368	21016	17852
13.00	-32768	-23680	-8768
14.00	-21596	16044	17064
15.00	13504	17764	6728
16.00	-32768	-24568	-7000
17.00	14788	19012	7356
18.00	-32768	-23744	-7968
19.00	-8280	18148	18700
20.00	-14060	-21568	-5352
21.00	-32768	-9948	10148
22.00	11844	20400	10368
23.00	-32768	-19328	-7940
24.00	-7184	16432	17492
25.00	-11956	-19092	-6548
26.00	-32768	-8592	5568
27.00	11632	25492	14588
28.00	-32768	-20852	-7908
29.00	-5064	17176	17600
30.00	-9308	-14156	-6896
31.00	-32768	-10648	6408
32.00	7040	23064	15920
33.00	-32768	-24432	-7384
34.00	-5168	20416	19104
35.00	-656	-5316	-596
36.00	-32768	-18876	-8500
37.00	5924	18184	11304
38.00	-32768	-19648	-9472
39.00	-6276	16120	18008
40.00	280	-17256	-4188
41.00	-32768	-16132	4272
42.00	4784	25680	14908
43.00	-32768	-18464	-8420
44.00	-13896	14600	20312
45.00	-2252	-10404	-4060
46.00	-32768	-14348	4632
47.00	7872	22908	16684
48.00	-32768	-22960	-9872
49.00	-17008	18532	16652
50.00	6972	5116	576
51.00	-32768	-24508	-872
